"","package","version","risk_date","risk_version","pkg_score","rank_score","news_current","has_vignettes","size_codebase","has_bug_reports_url","bugs_status","license","export_help","reverse_dependencies","downloads_1yr","dependencies","has_website","r_cmd_check","remote_checks","has_maintainer","exported_namespace","has_news","has_source_control","covr_coverage"
"1","acnr","1.0.0",2023-06-21,"0.2.1",0.0947001338917697,1,1,1,NA,1,0.727272727272727,NA,NA,0.350228721939924,NA,0.880797077977882,1,NA,1,1,NA,1,1,NA
"2","magrittr","2.0.3",2023-06-21,"0.2.1",0.101745720189267,2,1,1,NA,1,NA,NA,NA,0.999999999940177,NA,0.880797077977882,1,NA,1,1,NA,1,1,NA
"3","rstudioapi","0.14",2023-06-21,"0.2.1",0.101771466156599,3,1,1,NA,1,NA,NA,NA,0.999716794299529,NA,0.880797077977882,1,NA,1,1,NA,1,1,NA
"4","corrplot","0.92",2023-06-21,"0.2.1",0.105520592066634,4,1,1,NA,1,NA,NA,NA,0.977707178519915,NA,0.880797077977882,1,NA,0.980769230769231,1,NA,1,1,NA
"5","rprojroot","2.0.3",2023-06-21,"0.2.1",0.106162509419265,5,1,1,NA,1,NA,NA,NA,0.951415318410205,NA,0.880797077977882,1,NA,1,1,NA,1,1,NA
"6","gsl","2.1-8",2023-06-21,"0.2.1",0.107020789419084,6,1,1,NA,1,NA,NA,NA,0.941974238412193,NA,0.880797077977882,1,NA,1,1,NA,1,1,NA
"7","glue","1.6.2",2023-06-21,"0.2.1",0.107493870188962,7,1,1,NA,1,NA,NA,NA,0.999992951727773,NA,0.817574476193644,1,NA,1,1,NA,1,1,NA
"8","matrixStats","1.0.0",2023-06-21,"0.2.1",0.108746383754073,8,1,1,NA,1,NA,NA,NA,0.999915777650391,NA,0.880797077977882,1,NA,0.923076923076923,1,NA,1,1,NA
"9","mockery","0.4.3",2023-06-21,"0.2.1",0.108750325851755,9,1,1,NA,1,NA,NA,NA,0.986171939437045,NA,0.817574476193644,1,NA,1,1,NA,1,1,NA
"10","cpp11","0.4.3",2023-06-21,"0.2.1",0.112265544663839,10,1,1,NA,1,NA,NA,NA,0.941974238412193,NA,0.880797077977882,1,NA,0.942307692307692,1,NA,1,1,NA
"11","clipr","0.8.0",2023-06-21,"0.2.1",0.113272756261744,11,1,1,NA,1,NA,NA,NA,0.936425204927176,NA,0.817574476193644,1,NA,1,1,NA,1,1,NA
"12","config","0.3.1",2023-06-21,"0.2.1",0.11345377767973,12,1,1,NA,1,NA,NA,NA,0.934433969329331,NA,0.817574476193644,1,NA,1,1,NA,1,1,NA
"13","xml2","1.3.4",2023-06-21,"0.2.1",0.114488300365783,13,1,1,NA,1,NA,NA,NA,0.999977296705817,NA,0.817574476193644,1,NA,0.923076923076923,1,NA,1,1,NA
"14","checkmate","2.2.0",2023-06-21,"0.2.1",0.115387394734576,14,1,1,NA,1,NA,NA,NA,0.999680079289659,NA,0.731058578630005,1,NA,1,1,NA,1,1,NA
"15","tinytest","1.4.1",2023-06-21,"0.2.1",0.115430083694949,15,1,1,NA,1,NA,NA,NA,0.999210500725553,NA,0.731058578630005,1,NA,1,1,NA,1,1,NA
"16","units","0.8-2",2023-06-21,"0.2.1",0.117064901125728,16,1,1,NA,1,NA,NA,NA,0.98122750898699,NA,0.731058578630005,1,NA,1,1,NA,1,1,NA
"17","ncvreg","3.14.1",2023-06-21,"0.2.1",0.117957348756306,17,1,1,NA,1,NA,NA,NA,0.821672085702747,NA,0.880797077977882,1,NA,1,1,NA,1,1,NA
"18","progressr","0.13.0",2023-06-21,"0.2.1",0.11826694467079,18,1,1,NA,1,NA,NA,NA,0.968005029991304,NA,0.731058578630005,1,NA,1,1,NA,1,1,NA
"19","zeallot","0.1.0",2023-06-21,"0.2.1",0.119279251694494,19,1,1,NA,1,NA,NA,NA,0.807131153382682,NA,0.880797077977882,1,NA,1,1,NA,1,1,NA
"20","rsvg","2.4.0",2023-06-21,"0.2.1",0.12074064384198,20,1,1,NA,1,NA,NA,NA,0.925671224375721,NA,0.880797077977882,1,NA,0.865384615384615,1,NA,1,1,NA
"21","data.table","1.14.8",2023-06-21,"0.2.1",0.121479243682918,21,1,1,NA,1,NA,NA,NA,0.999999997140414,NA,0.817574476193644,1,NA,0.846153846153846,1,NA,1,1,NA
"22","openssl","2.0.6",2023-06-21,"0.2.1",0.122214759321577,22,1,1,NA,1,NA,NA,NA,0.972678555884398,NA,0.817574476193644,1,NA,0.865384615384615,1,NA,1,1,NA
"23","geodist","0.0.8",2023-06-21,"0.2.1",0.122352669603016,23,1,1,NA,1,NA,NA,NA,0.773323556388944,NA,0.880797077977882,1,NA,1,1,NA,1,1,NA
"24","markdown","1.7",2023-06-21,"0.2.1",0.125232478633998,24,1,1,NA,1,NA,NA,NA,0.999983403824165,NA,0.622459331201855,1,NA,1,1,NA,1,1,NA
"25","withr","2.5.0",2023-06-21,"0.2.1",0.125234010190669,25,1,1,NA,1,NA,NA,NA,0.999966556700786,NA,0.622459331201855,1,NA,1,1,NA,1,1,NA
"26","lifecycle","1.0.3",2023-06-21,"0.2.1",0.125265274229992,26,1,1,NA,1,NA,NA,NA,0.99962265226823,NA,0.622459331201855,1,NA,1,1,NA,1,1,NA
"27","xts","0.13.1",2023-06-21,"0.2.1",0.125562984312274,27,1,1,NA,1,NA,NA,NA,0.996347841363127,NA,0.622459331201855,1,NA,1,1,NA,1,1,NA
"28","gapminder","1.0.0",2023-06-21,"0.2.1",0.128100178856128,28,1,1,NA,1,NA,NA,NA,0.773323556388944,NA,0.817574476193644,1,NA,1,1,NA,1,1,NA
"29","gower","1.0.1",2023-06-21,"0.2.1",0.128361223710537,29,1,1,NA,1,NA,NA,NA,0.707229461206214,NA,0.880797077977882,1,NA,1,1,NA,1,1,NA
"30","nloptr","2.0.3",2023-06-21,"0.2.1",0.129298620418187,30,1,1,NA,1,NA,NA,NA,0.990909929975532,NA,0.817574476193644,1,NA,0.769230769230769,1,NA,1,1,NA
"31","rex","1.2.1",2023-06-21,"0.2.1",0.129891060393545,31,1,1,NA,1,NA,NA,NA,0.753623859477356,NA,0.817574476193644,1,NA,1,1,NA,1,1,NA
"32","fs","1.6.2",2023-06-21,"0.2.1",0.130387438547018,32,1,1,NA,1,NA,NA,NA,0.998163699789163,NA,0.817574476193644,1,NA,0.75,1,NA,1,1,NA
"33","foreach","1.5.2",2023-06-21,"0.2.1",0.130475766696837,33,1,1,NA,1,NA,NA,NA,0.999999542825241,NA,0.622459331201855,1,NA,0.942307692307692,1,NA,1,1,NA
"34","proto","1.0.0",2023-06-21,"0.2.1",0.13085596144312,34,1,1,NA,1,NA,NA,NA,0.679787346147798,NA,0.880797077977882,1,NA,1,1,NA,1,1,NA
"35","prettydoc","0.4.1",2023-06-21,"0.2.1",0.131665100853743,35,1,1,NA,1,NA,NA,NA,0.984109414415179,NA,0.817574476193644,1,NA,0.75,1,NA,1,1,NA
"36","here","1.0.1",2023-06-21,"0.2.1",0.132298436448545,36,1,1,NA,1,NA,NA,NA,0.977142722872363,NA,0.817574476193644,1,NA,0.75,1,NA,1,1,NA
"37","fansi","1.0.4",2023-06-21,"0.2.1",0.132891842544301,37,1,1,NA,1,NA,NA,NA,0.807131153382682,NA,0.731058578630005,1,NA,1,1,NA,1,1,NA
"38","data.tree","1.0.0",2023-06-21,"0.2.1",0.133174501381603,38,1,1,NA,1,NA,NA,NA,0.912621153600511,NA,0.622459331201855,1,NA,1,1,NA,1,1,NA
"39","listenv","0.9.0",2023-06-21,"0.2.1",0.133667852243577,39,1,1,NA,1,NA,NA,NA,0.648856547342769,NA,0.880797077977882,1,NA,1,1,NA,1,1,NA
"40","gsubfn","0.7",2023-06-21,"0.2.1",0.134108732963649,40,1,1,NA,1,NA,NA,NA,0.707229461206214,NA,0.817574476193644,1,NA,1,1,NA,1,1,NA
"41","import","1.3.0",2023-06-21,"0.2.1",0.135211431112028,41,1,1,NA,1,NA,NA,NA,0.631877179789804,NA,0.880797077977882,1,NA,1,1,NA,1,1,NA
"42","Rdpack","2.4",2023-06-21,"0.2.1",0.136379895842588,42,1,1,NA,1,NA,NA,NA,0.999821145731527,NA,0.5,1,NA,1,1,NA,1,1,NA
"43","expint","0.1-8",2023-06-21,"0.2.1",0.136859313651567,43,1,1,NA,1,NA,NA,NA,0.613750471854878,NA,0.880797077977882,1,NA,1,1,NA,1,1,NA
"44","future.apply","1.11.0",2023-06-21,"0.2.1",0.137436948220894,44,1,1,NA,1,NA,NA,NA,0.988193569570161,NA,0.5,1,NA,1,1,NA,1,1,NA
"45","RcppThread","2.1.3",2023-06-21,"0.2.1",0.137473095423235,45,1,1,NA,1,NA,NA,NA,0.799306564674227,NA,0.880797077977882,1,NA,0.807692307692308,1,NA,1,1,NA
"46","coro","1.0.3",2023-06-21,"0.2.1",0.137966305678614,46,1,1,NA,1,NA,NA,NA,0.664796161341598,NA,0.817574476193644,1,NA,1,1,NA,1,1,NA
"47","remotes","2.4.2",2023-06-21,"0.2.1",0.137990031988194,47,1,1,NA,1,NA,NA,NA,0.982109648129865,NA,0.5,1,NA,1,1,NA,1,1,NA
"48","poorman","0.2.6",2023-06-21,"0.2.1",0.138623248066254,48,1,1,NA,1,NA,NA,NA,0.59434719329332,NA,0.880797077977882,1,NA,1,1,NA,1,1,NA
"49","naivebayes","0.9.7",2023-06-21,"0.2.1",0.138623248066254,49,1,1,NA,1,NA,NA,NA,0.59434719329332,NA,0.880797077977882,1,NA,1,1,NA,1,1,NA
"50","grpreg","3.4.0",2023-06-21,"0.2.1",0.13941536149669,50,1,1,NA,1,NA,NA,NA,0.648856547342769,NA,0.817574476193644,1,NA,1,1,NA,1,1,NA
"51","snakecase","0.11.0",2023-06-21,"0.2.1",0.139461763949326,51,1,1,NA,1,NA,NA,NA,0.773323556388944,NA,0.731058578630005,1,NA,0.961538461538462,1,NA,1,1,NA
"52","randomizr","0.24.0",2023-06-21,"0.2.1",0.140517691340414,52,1,1,NA,1,NA,NA,NA,0.573508317277558,NA,0.880797077977882,1,NA,1,1,NA,1,1,NA
"53","qqman","0.1.8",2023-06-21,"0.2.1",0.140958940365141,53,1,1,NA,1,NA,NA,NA,0.631877179789804,NA,0.817574476193644,1,NA,1,1,NA,1,1,NA
"54","gitcreds","0.1.2",2023-06-21,"0.2.1",0.142560983941758,54,1,1,NA,1,NA,NA,NA,0.551032098662781,NA,0.880797077977882,1,NA,1,1,NA,1,1,NA
"55","alluvial","0.1-2",2023-06-21,"0.2.1",0.142560983941758,55,1,1,NA,1,NA,NA,NA,0.551032098662781,NA,0.880797077977882,1,NA,1,1,NA,1,1,NA
"56","CholWishart","1.1.2",2023-06-21,"0.2.1",0.142560983941758,56,1,1,NA,1,NA,NA,NA,0.551032098662781,NA,0.880797077977882,1,NA,1,1,NA,1,1,NA
"57","permute","0.9-7",2023-06-21,"0.2.1",0.143220604676347,57,1,1,NA,1,NA,NA,NA,0.799306564674227,NA,0.817574476193644,1,NA,0.807692307692308,1,NA,1,1,NA
"58","rentrez","1.2.3",2023-06-21,"0.2.1",0.143475827647629,58,1,1,NA,1,NA,NA,NA,0.799306564674227,NA,0.622459331201855,1,NA,1,1,NA,1,1,NA
"59","vctrs","0.6.3",2023-06-21,"0.2.1",0.14348271613569,59,1,1,NA,1,NA,NA,NA,0.998613199430489,NA,0.5,1,NA,0.923076923076923,1,NA,1,1,NA
"60","showtext","0.9-6",2023-06-21,"0.2.1",0.144223576106989,60,1,1,NA,1,NA,NA,NA,0.791081331621261,NA,0.622459331201855,1,NA,1,1,NA,1,1,NA
"61","jsonvalidate","1.3.2",2023-06-21,"0.2.1",0.144370757319367,61,1,1,NA,1,NA,NA,NA,0.59434719329332,NA,0.817574476193644,1,NA,1,1,NA,1,1,NA
"62","optparse","1.7.3",2023-06-21,"0.2.1",0.144468552292927,62,1,1,NA,1,NA,NA,NA,0.679787346147798,NA,0.731058578630005,1,NA,1,1,NA,1,1,NA
"63","later","1.3.1",2023-06-21,"0.2.1",0.144512753149658,63,1,1,NA,1,NA,NA,NA,0.807131153382682,NA,0.622459331201855,1,NA,0.980769230769231,1,NA,1,1,NA
"64","ggsci","3.0.0",2023-06-21,"0.2.1",0.145010092537638,64,1,1,NA,1,NA,NA,NA,0.782429650884127,NA,0.622459331201855,1,NA,1,1,NA,1,1,NA
"65","RSpectra","0.16-1",2023-06-21,"0.2.1",0.145063233448735,65,1,1,NA,1,NA,NA,NA,0.98122750898699,NA,0.5,1,NA,0.923076923076923,1,NA,1,1,NA
"66","log4r","0.4.3",2023-06-21,"0.2.1",0.14576244658517,66,1,1,NA,1,NA,NA,NA,0.573508317277558,NA,0.880797077977882,1,NA,0.942307692307692,1,NA,1,1,NA
"67","tikzDevice","0.12.4",2023-06-21,"0.2.1",0.145831387275309,67,1,1,NA,1,NA,NA,NA,0.664796161341598,NA,0.731058578630005,1,NA,1,1,NA,1,1,NA
"68","fpCompare","0.2.4",2023-06-21,"0.2.1",0.147200265638374,68,1,1,NA,1,NA,NA,NA,0.5,NA,0.880797077977882,1,NA,1,1,NA,1,1,NA
"69","jose","1.2.0",2023-06-21,"0.2.1",0.147280443093384,69,1,1,NA,1,NA,NA,NA,0.648856547342769,NA,0.731058578630005,1,NA,1,1,NA,1,1,NA
"70","readxl","1.4.2",2023-06-21,"0.2.1",0.147522752110292,70,1,1,NA,1,NA,NA,NA,0.999709057988638,NA,0.377540668798145,1,NA,1,1,NA,1,1,NA
"71","RcppGSL","0.3.13",2023-06-21,"0.2.1",0.147628800847344,71,1,1,NA,1,NA,NA,NA,0.753623859477356,NA,0.622459331201855,1,NA,1,1,NA,1,1,NA
"72","base64url","1.4",2023-06-21,"0.2.1",0.14830849319487,72,1,1,NA,1,NA,NA,NA,0.551032098662781,NA,0.817574476193644,1,NA,1,1,NA,1,1,NA
"73","Boruta","8.0.0",2023-06-21,"0.2.1",0.14830849319487,73,1,1,NA,1,NA,NA,NA,0.551032098662781,NA,0.817574476193644,1,NA,1,1,NA,1,1,NA
"74","pls","2.8-2",2023-06-21,"0.2.1",0.148528216313093,74,1,1,NA,1,NA,NA,NA,0.962343466709824,NA,0.5,1,NA,0.903846153846154,1,NA,1,1,NA
"75","gtable","0.3.3",2023-06-21,"0.2.1",0.148940901526061,75,1,1,NA,1,NA,NA,NA,0.984109414415179,NA,0.377540668798145,1,NA,1,1,NA,1,1,NA
"76","rrapply","1.2.6",2023-06-21,"0.2.1",0.149879746132012,76,1,1,NA,1,NA,NA,NA,0.470525714569983,NA,0.880797077977882,1,NA,1,1,NA,1,1,NA
"77","weathermetrics","1.2.2",2023-06-21,"0.2.1",0.149879746132012,77,1,1,NA,1,NA,NA,NA,0.470525714569983,NA,0.880797077977882,1,NA,1,1,NA,1,1,NA
"78","accessibility","1.1.0",2023-06-21,"0.2.1",0.150122645888548,78,1,1,NA,1,0.833333333333333,NA,NA,0.246376140522644,NA,0.268941421369995,1,NA,1,1,NA,1,1,NA
"79","collapse","1.9.6",2023-06-21,"0.2.1",0.150177786093694,79,1,1,NA,1,NA,NA,NA,0.693908851262436,NA,0.731058578630005,1,NA,0.923076923076923,1,NA,1,1,NA
"80","chk","0.9.0",2023-06-21,"0.2.1",0.150282975561246,80,1,1,NA,1,NA,NA,NA,0.846887268826289,NA,0.5,1,NA,1,1,NA,1,1,NA
"81","future.callr","0.8.1",2023-06-21,"0.2.1",0.150471904501374,81,1,1,NA,1,NA,NA,NA,0.613750471854878,NA,0.731058578630005,1,NA,1,1,NA,1,1,NA
"82","katex","1.4.1",2023-06-21,"0.2.1",0.15052482634164,82,1,1,NA,1,NA,NA,NA,0.526652434048312,NA,0.817574476193644,1,NA,1,1,NA,1,1,NA
"83","svUnit","1.0.6",2023-06-21,"0.2.1",0.15052482634164,83,1,1,NA,1,NA,NA,NA,0.526652434048312,NA,0.817574476193644,1,NA,1,1,NA,1,1,NA
"84","actuar","3.3-2",2023-06-21,"0.2.1",0.150654223593628,84,1,1,NA,1,NA,NA,NA,0.881265078931627,NA,0.5,1,NA,0.961538461538462,1,NA,1,1,NA
"85","magick","2.7.4",2023-06-21,"0.2.1",0.150694223940095,85,1,1,NA,1,NA,NA,NA,0.996209690505109,NA,0.5,1,NA,0.846153846153846,1,NA,1,1,NA
"86","svglite","2.1.1",2023-06-21,"0.2.1",0.151201925700758,86,1,1,NA,1,NA,NA,NA,0.906627178397495,NA,0.622459331201855,1,NA,0.807692307692308,1,NA,1,1,NA
"87","urltools","1.7.3",2023-06-21,"0.2.1",0.151330639373904,87,1,1,NA,1,NA,NA,NA,0.89305527457936,NA,0.5,1,NA,0.942307692307692,1,NA,1,1,NA
"88","whitebox","2.3.1",2023-06-21,"0.2.1",0.151627997880264,88,1,1,NA,1,NA,NA,NA,0.470525714569983,NA,0.880797077977882,1,NA,0.980769230769231,1,NA,1,1,NA
"89","accrualPlot","1.0.7",2023-06-21,"0.2.1",0.151927121424636,89,1,1,NA,1,0.9,NA,NA,0.246376140522644,NA,0.182425523806356,1,NA,1,1,NA,1,1,NA
"90","systemfonts","1.0.4",2023-06-21,"0.2.1",0.152862775474467,90,1,1,NA,1,NA,NA,NA,0.731704224356449,NA,0.817574476193644,1,NA,0.769230769230769,1,NA,1,1,NA
"91","svGUI","1.0.1",2023-06-21,"0.2.1",0.152897612929622,91,1,1,NA,1,NA,NA,NA,0.43732917979627,NA,0.880797077977882,1,NA,1,1,NA,1,1,NA
"92","brotli","1.3.0",2023-06-21,"0.2.1",0.152897612929622,92,1,1,NA,1,NA,NA,NA,0.43732917979627,NA,0.880797077977882,1,NA,1,1,NA,1,1,NA
"93","diagonals","6.4.0",2023-06-21,"0.2.1",0.152897612929622,93,1,1,NA,1,NA,NA,NA,0.43732917979627,NA,0.880797077977882,1,NA,1,1,NA,1,1,NA
"94","protr","1.6-3",2023-06-21,"0.2.1",0.152897612929622,94,1,1,NA,1,NA,NA,NA,0.43732917979627,NA,0.880797077977882,1,NA,1,1,NA,1,1,NA
"95","commonsMath","1.2.7",2023-06-21,"0.2.1",0.152897612929622,95,1,1,NA,1,NA,NA,NA,0.43732917979627,NA,0.880797077977882,1,NA,1,1,NA,1,1,NA
"96","gdata","2.19.0",2023-06-21,"0.2.1",0.154380925426201,96,1,1,NA,1,NA,NA,NA,0.936425204927176,NA,0.5,1,NA,0.865384615384615,1,NA,1,1,NA
"97","httr","1.4.6",2023-06-21,"0.2.1",0.154489321341706,97,1,1,NA,1,NA,NA,NA,0.999999873366169,NA,0.377540668798145,1,NA,0.923076923076923,1,NA,1,1,NA
"98","iBreakDown","2.0.1",2023-06-21,"0.2.1",0.155627255385125,98,1,1,NA,1,NA,NA,NA,0.470525714569983,NA,0.817574476193644,1,NA,1,1,NA,1,1,NA
"99","MALDIquant","1.22.1",2023-06-21,"0.2.1",0.156173574791565,99,1,1,NA,1,NA,NA,NA,0.551032098662781,NA,0.731058578630005,1,NA,1,1,NA,1,1,NA
"100","enrichwith","0.3.1",2023-06-21,"0.2.1",0.156410282454355,100,1,1,NA,1,NA,NA,NA,0.398689815024215,NA,0.880797077977882,1,NA,1,1,NA,1,1,NA
"101","loggit","2.1.1",2023-06-21,"0.2.1",0.156410282454355,101,1,1,NA,1,NA,NA,NA,0.398689815024215,NA,0.880797077977882,1,NA,1,1,NA,1,1,NA
"102","errors","0.4.0",2023-06-21,"0.2.1",0.156410282454355,102,1,1,NA,1,NA,NA,NA,0.398689815024215,NA,0.880797077977882,1,NA,1,1,NA,1,1,NA
"103","searcher","0.0.6",2023-06-21,"0.2.1",0.156410282454355,103,1,1,NA,1,NA,NA,NA,0.398689815024215,NA,0.880797077977882,1,NA,1,1,NA,1,1,NA
"104","ensurer","1.1",2023-06-21,"0.2.1",0.156410282454355,104,1,1,NA,1,NA,NA,NA,0.398689815024215,NA,0.880797077977882,1,NA,1,1,NA,1,1,NA
"105","tidyCpp","0.0.6",2023-06-21,"0.2.1",0.156410282454355,105,1,1,NA,1,NA,NA,NA,0.398689815024215,NA,0.880797077977882,1,NA,1,1,NA,1,1,NA
"106","activatr","0.1.1",2023-06-21,"0.2.1",0.156755602611454,106,1,1,NA,1,1,NA,NA,0.246376140522644,NA,0.0293122307513564,1,NA,1,1,NA,1,1,NA
"107","abess","0.4.7",2023-06-21,"0.2.1",0.156765418207257,107,1,1,NA,1,0.733333333333333,NA,NA,0.350228721939924,NA,0.268941421369995,1,NA,0.923076923076923,1,NA,1,1,NA
"108","reactR","0.4.4",2023-06-21,"0.2.1",0.156836005690922,108,1,1,NA,1,NA,NA,NA,0.707229461206214,NA,0.817574476193644,1,NA,0.75,1,NA,1,1,NA
"109","philentropy","0.7.0",2023-06-21,"0.2.1",0.156970585782823,109,1,1,NA,1,NA,NA,NA,0.773323556388944,NA,0.5,1,NA,1,1,NA,1,1,NA
"110","purrr","1.0.1",2023-06-21,"0.2.1",0.157368962101248,110,1,1,NA,1,NA,NA,NA,0.999999995516275,NA,0.268941421369995,1,NA,1,1,NA,1,1,NA
"111","modules","0.11.0",2023-06-21,"0.2.1",0.157375507133377,111,1,1,NA,1,NA,NA,NA,0.470525714569983,NA,0.817574476193644,1,NA,0.980769230769231,1,NA,1,1,NA
"112","tidyselect","1.2.0",2023-06-21,"0.2.1",0.157379190908391,112,1,1,NA,1,NA,NA,NA,0.999887478637704,NA,0.268941421369995,1,NA,1,1,NA,1,1,NA
"113","forcats","1.0.0",2023-06-21,"0.2.1",0.157439658374799,113,1,1,NA,1,NA,NA,NA,0.999222336507212,NA,0.268941421369995,1,NA,1,1,NA,1,1,NA
"114","profmem","0.6.0",2023-06-21,"0.2.1",0.158645122182735,114,1,1,NA,1,NA,NA,NA,0.43732917979627,NA,0.817574476193644,1,NA,1,1,NA,1,1,NA
"115","crochet","2.3.0",2023-06-21,"0.2.1",0.158645122182735,115,1,1,NA,1,NA,NA,NA,0.43732917979627,NA,0.817574476193644,1,NA,1,1,NA,1,1,NA
"116","lagged","0.3.2",2023-06-21,"0.2.1",0.158645122182735,116,1,1,NA,1,NA,NA,NA,0.43732917979627,NA,0.817574476193644,1,NA,1,1,NA,1,1,NA
"117","ramify","0.3.3",2023-06-21,"0.2.1",0.158645122182735,117,1,1,NA,1,NA,NA,NA,0.43732917979627,NA,0.817574476193644,1,NA,1,1,NA,1,1,NA
"118","pixarfilms","0.2.1",2023-06-21,"0.2.1",0.158645122182735,118,1,1,NA,1,NA,NA,NA,0.43732917979627,NA,0.817574476193644,1,NA,1,1,NA,1,1,NA
"119","lintools","0.1.7",2023-06-21,"0.2.1",0.158645122182735,119,1,1,NA,1,NA,NA,NA,0.43732917979627,NA,0.817574476193644,1,NA,1,1,NA,1,1,NA
"120","drat","0.2.3",2023-06-21,"0.2.1",0.159940781884494,120,1,1,NA,1,NA,NA,NA,0.5,NA,0.817574476193644,1,NA,0.923076923076923,1,NA,1,1,NA
"121","RcppNumerical","0.5-0",2023-06-21,"0.2.1",0.160050444950799,121,1,1,NA,1,NA,NA,NA,0.693908851262436,NA,0.622459331201855,1,NA,0.923076923076923,1,NA,1,1,NA
"122","box","1.1.3",2023-06-21,"0.2.1",0.160393373930987,122,1,1,NA,1,NA,NA,NA,0.43732917979627,NA,0.817574476193644,1,NA,0.980769230769231,1,NA,1,1,NA
"123","toOrdinal","1.3-0.0",2023-06-21,"0.2.1",0.160812856488181,123,1,1,NA,1,NA,NA,NA,0.5,NA,0.731058578630005,1,NA,1,1,NA,1,1,NA
"124","sparseMVN","0.2.2",2023-06-21,"0.2.1",0.160812856488181,124,1,1,NA,1,NA,NA,NA,0.5,NA,0.731058578630005,1,NA,1,1,NA,1,1,NA
"125","PROJ","0.4.0",2023-06-21,"0.2.1",0.160815836371109,125,1,1,NA,1,NA,NA,NA,0.350228721939924,NA,0.880797077977882,1,NA,1,1,NA,1,1,NA
"126","datasauRus","0.1.6",2023-06-21,"0.2.1",0.160815836371109,126,1,1,NA,1,NA,NA,NA,0.350228721939924,NA,0.880797077977882,1,NA,1,1,NA,1,1,NA
"127","OneR","2.2",2023-06-21,"0.2.1",0.160815836371109,127,1,1,NA,1,NA,NA,NA,0.350228721939924,NA,0.880797077977882,1,NA,1,1,NA,1,1,NA
"128","dint","2.1.4",2023-06-21,"0.2.1",0.160815836371109,128,1,1,NA,1,NA,NA,NA,0.350228721939924,NA,0.880797077977882,1,NA,1,1,NA,1,1,NA
"129","WeightedROC","2020.1.31",2023-06-21,"0.2.1",0.160815836371109,129,1,1,NA,1,NA,NA,NA,0.350228721939924,NA,0.880797077977882,1,NA,1,1,NA,1,1,NA
"130","PROscorerTools","0.0.2",2023-06-21,"0.2.1",0.160815836371109,130,1,1,NA,1,NA,NA,NA,0.350228721939924,NA,0.880797077977882,1,NA,1,1,NA,1,1,NA
"131","gsloid","0.2.0",2023-06-21,"0.2.1",0.160815836371109,131,1,1,NA,1,NA,NA,NA,0.350228721939924,NA,0.880797077977882,1,NA,1,1,NA,1,1,NA
"132","fastDummies","1.6.3",2023-06-21,"0.2.1",0.160882127977737,132,1,1,NA,1,NA,NA,NA,0.857837261043041,NA,0.622459331201855,1,NA,0.75,1,NA,1,1,NA
"133","RcppArmadillo","0.12.4.1.0",2023-06-21,"0.2.1",0.161482330167053,133,1,1,NA,1,NA,NA,NA,0.99999985321042,NA,0.377540668798145,1,NA,0.846153846153846,1,NA,1,1,NA
"134","RcppEigen","0.3.3.9.3",2023-06-21,"0.2.1",0.161490065138761,134,1,1,NA,1,NA,NA,NA,0.999914768521642,NA,0.377540668798145,1,NA,0.846153846153846,1,NA,1,1,NA
"135","shadowtext","0.1.2",2023-06-21,"0.2.1",0.162108497773166,135,1,1,NA,1,NA,NA,NA,0.59434719329332,NA,0.622459331201855,1,NA,1,1,NA,1,1,NA
"136","wrapr","2.0.9",2023-06-21,"0.2.1",0.162108497773166,136,1,1,NA,1,NA,NA,NA,0.59434719329332,NA,0.622459331201855,1,NA,1,1,NA,1,1,NA
"137","splitTools","1.0.1",2023-06-21,"0.2.1",0.162157791707467,137,1,1,NA,1,NA,NA,NA,0.398689815024215,NA,0.817574476193644,1,NA,1,1,NA,1,1,NA
"138","round","0.20-0",2023-06-21,"0.2.1",0.162157791707467,138,1,1,NA,1,NA,NA,NA,0.398689815024215,NA,0.817574476193644,1,NA,1,1,NA,1,1,NA
"139","dbscan","1.1-11",2023-06-21,"0.2.1",0.162310900390866,139,1,1,NA,1,NA,NA,NA,0.945349326469709,NA,0.5,1,NA,0.769230769230769,1,NA,1,1,NA
"140","hardhat","1.3.0",2023-06-21,"0.2.1",0.162507672130461,140,1,1,NA,1,NA,NA,NA,0.834874937766784,NA,0.377540668798145,1,NA,1,1,NA,1,1,NA
"141","tokenizers","0.3.0",2023-06-21,"0.2.1",0.163227325950127,141,1,1,NA,1,NA,NA,NA,0.742960953010137,NA,0.5,1,NA,0.961538461538462,1,NA,1,1,NA
"142","sitmo","2.0.2",2023-06-21,"0.2.1",0.163492336981819,142,1,1,NA,1,NA,NA,NA,0.470525714569983,NA,0.731058578630005,1,NA,1,1,NA,1,1,NA
"143","tsbox","0.4.1",2023-06-21,"0.2.1",0.163492336981819,143,1,1,NA,1,NA,NA,NA,0.470525714569983,NA,0.731058578630005,1,NA,1,1,NA,1,1,NA
"144","packcircles","0.3.5",2023-06-21,"0.2.1",0.163492336981819,144,1,1,NA,1,NA,NA,NA,0.470525714569983,NA,0.731058578630005,1,NA,1,1,NA,1,1,NA
"145","r2rtf","1.0.4",2023-06-21,"0.2.1",0.163492336981819,145,1,1,NA,1,NA,NA,NA,0.470525714569983,NA,0.731058578630005,1,NA,1,1,NA,1,1,NA
"146","od","0.4.0",2023-06-21,"0.2.1",0.163492336981819,146,1,1,NA,1,NA,NA,NA,0.470525714569983,NA,0.731058578630005,1,NA,1,1,NA,1,1,NA
